notion_id,title,category,author_source,link,key_takeaway,notes,platform,tag,status,notion_url,archived
35bed686b47d812ea7a9e2b7e9c50486,SARA Finance Dropshipping,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d812ea7a9e2b7e9c50486,false
35bed686b47d812eb9dacdfeec874c1e,Check for Broken Links,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d812eb9dacdfeec874c1e,false
35bed686b47d8132bffbee361ba93dc9,Bottom of trading range data,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8132bffbee361ba93dc9,false
35bed686b47d8133bd67f9d776099cd3,Watch Shopify YouTube Vid - life changing - Heckman,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d8133bd67f9d776099cd3,false
35bed686b47d8134a79effe4511c19b7,Koray Course - Semantic SEO,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d8134a79effe4511c19b7,false
35bed686b47d8135b899f17c0cf94bac,Buy dogs x 3 /cats/ cows/ bees,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8135b899f17c0cf94bac,false
35bed686b47d8136978adbcfba9b3941,WholeSale Ted Shopify Tutorial,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d8136978adbcfba9b3941,false
35bed686b47d8138b7f8fbc9381eb275,Screaming Frog analysis on WealthMack,Reference,,,,,,SEO,Not started,https://app.notion.com/35bed686b47d8138b7f8fbc9381eb275,false
35bed686b47d813a9f36eef26833d579,Adobe Stock Videos,Tool / Software,,,,,,,Not started,https://app.notion.com/35bed686b47d813a9f36eef26833d579,false
35bed686b47d813b90f6c4a4d6958185,Rich Dad Poor Dad Premiere Pro alternative,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d813b90f6c4a4d6958185,false
35bed686b47d813ba2fefc70af8e873b,Pexels Free Videos,Tool / Software,,,,,,,In progress,https://app.notion.com/35bed686b47d813ba2fefc70af8e873b,false
35bed686b47d813bb0fcc5a894ad055b,Watch notion guy for hiring someone,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d813bb0fcc5a894ad055b,false
35bed686b47d813cafa8d94ef5cc7d41,"How a car works site youtube shorts, insta",Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d813cafa8d94ef5cc7d41,false
35bed686b47d813d8d86d4dc9c7e00a1,Ricky Hatton Doc,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d813d8d86d4dc9c7e00a1,false
35bed686b47d813e8448e9327417df20,Chris Heckman Vids,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d813e8448e9327417df20,false
35bed686b47d813f895ec233dd82dbe9,Andre Jihk made 250k in first year,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d813f895ec233dd82dbe9,false
35bed686b47d813fa49be25627a99aad,SEO Content checklist,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d813fa49be25627a99aad,false
35bed686b47d8141bfb1e325cd2e4121,Marathon Man,Movie,,,,,,,Not started,https://app.notion.com/35bed686b47d8141bfb1e325cd2e4121,false
35bed686b47d81449a11db92714fc187,Holistic SEO Facebook Group Notes (2),Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d81449a11db92714fc187,false
35bed686b47d8144a673e5fe8b6ca95f,Atomic Habits,Audiobook / Podcast,James Clear,https://www.youtube.com/results?search_query=atomic+habits,Small habits add up,,,,In progress,https://app.notion.com/35bed686b47d8144a673e5fe8b6ca95f,false
35bed686b47d8146a6a1dfc8a3c6342c,Lay every race at 2s and see the strike rate,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8146a6a1dfc8a3c6342c,false
35bed686b47d8146b847f64485e513e4,How to Master Semantic SEO,Reference,,,,Mind maps,,,Not started,https://app.notion.com/35bed686b47d8146b847f64485e513e4,false
35bed686b47d81478ff4ee59c26c6566,Ray Peat Articles,Book,,,,,,,Not started,https://app.notion.com/35bed686b47d81478ff4ee59c26c6566,false
35bed686b47d8147934ac8879682fff5,Auto Pinterest Traffic + stop non performing ads,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d8147934ac8879682fff5,false
35bed686b47d8149a13af5bf93c75305,Chins launch strategy,Reference,,,,Price at Break Even to get sales and rank then uplift price to profitability,,,Not started,https://app.notion.com/35bed686b47d8149a13af5bf93c75305,false
35bed686b47d814a94b5f4d88ec1515c,Start sleep website - how to improve - do it yourself,Tool / Software,,,,"Potentially lucrative
Wide audience",,,Not started,https://app.notion.com/35bed686b47d814a94b5f4d88ec1515c,false
35bed686b47d814aad52ca2294ac4e3b,Focus solely on books at the start - WealthMack content strategy,Reference,,,,,,SEO,Not started,https://app.notion.com/35bed686b47d814aad52ca2294ac4e3b,false
35bed686b47d814b96e8f890a500f15e,Routine and Supplements,Reference,,,,"Mouthtape
Thumb pulling and mewing techniques
Royal Jelly and Bee pollen
Baking soda for teeth
Mastic Gum
Vitamin D",,,Not started,https://app.notion.com/35bed686b47d814b96e8f890a500f15e,false
35bed686b47d814cae2febb3df5c95fa,Buy Lions Mane Mushrooms grow again,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d814cae2febb3df5c95fa,false
35bed686b47d814fa82bd40d529bc790,Add SOPs Notes + CUOnline Checklist to workflow,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d814fa82bd40d529bc790,false
35bed686b47d81509d63df8805378899,Second Content + Actionable Points,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d81509d63df8805378899,false
35bed686b47d81518aeafd68ae038316,New desk + carpet,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d81518aeafd68ae038316,false
35bed686b47d81519921d82ce755e2bb,Create Welsh Duolingo,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d81519921d82ce755e2bb,false
35bed686b47d8154b72ee8fb4b51afce,Betfair trading,Tool / Software,,,,Do one thing/one tactic and do it well - scalping/swing trading,,,Not started,https://app.notion.com/35bed686b47d8154b72ee8fb4b51afce,false
35bed686b47d8156989dce96b57579fe,POD TikTok Shop - test for ads when winning products on etsy,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d8156989dce96b57579fe,false
35bed686b47d8157a71cc575723f2535,Build Shopify Shop like this Shower,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d8157a71cc575723f2535,false
35bed686b47d815baeaae3c3286aba78,Magnific Free Videos,Tool / Software,,,,,,,Not started,https://app.notion.com/35bed686b47d815baeaae3c3286aba78,false
35bed686b47d815c838cd1d562f4bf80,Use Convertkit - add to WealthMack,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d815c838cd1d562f4bf80,false
35bed686b47d815c95a0edfabc74b79d,SEO Plan,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d815c95a0edfabc74b79d,false
35bed686b47d815d969fc304ac252673,Crashproof,Book,Peter Schiff,,,,,,In progress,https://app.notion.com/35bed686b47d815d969fc304ac252673,false
35bed686b47d815db48aee6947d4ffe2,Long term todos,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d815db48aee6947d4ffe2,false
35bed686b47d815ea4faea26654e1a7c,SEO Knowledge Spreadsheet (2),Spreadsheet,,,,,,,Not started,https://app.notion.com/35bed686b47d815ea4faea26654e1a7c,false
35bed686b47d8160b769dd5b23ad85eb,Start Jujitsu,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8160b769dd5b23ad85eb,false
35bed686b47d8160bb59fcd8ef00aee0,iStock photo image Library,Tool / Software,,,,,,,In progress,https://app.notion.com/35bed686b47d8160bb59fcd8ef00aee0,false
35bed686b47d81619168ce086e256c6b,Build online course for WealthMack,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d81619168ce086e256c6b,false
35bed686b47d8161a741c43526844795,Update Disavow File.txt - Ahrefs -> Google Upload,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8161a741c43526844795,false
35bed686b47d816283aec5c6a9538241,The universal charger idea,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d816283aec5c6a9538241,false
35bed686b47d8162af47fd4e41a4fc48,Waxed Jacket,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d8162af47fd4e41a4fc48,false
35bed686b47d816480d6f3d6f1c215f1,Order Gazegill / Pentrefelin - chicken feet and meat box,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d816480d6f3d6f1c215f1,false
35bed686b47d81678fe2d2df064b6c64,Absolute Batman,Book,,,,,,,Not started,https://app.notion.com/35bed686b47d81678fe2d2df064b6c64,false
35bed686b47d8163a7e5c793b4c4d26f,Video Idea Zimbabwe,,,,,,,,Not started,https://app.notion.com/35bed686b47d8163a7e5c793b4c4d26f,false
35bed686b47d816a9157f18ce96c8c31,Monday Dashboard for expansion and working with others,Tool / Software,,,,,,,In progress,https://app.notion.com/35bed686b47d816a9157f18ce96c8c31,false
35bed686b47d816a9a32f875a2254fbc,Solar Panels,Buy,,,,small ones,,,Not started,https://app.notion.com/35bed686b47d816a9a32f875a2254fbc,false
35bed686b47d816aa857de2b7dac7ee1,Old HIIT Workout Spreadsheet,Spreadsheet,,https://docs.google.com/spreadsheets/d/1AxBT7NZ4wxUfjawjoZOoqWSyjwUPJub3ZrGAxjc2ayg/edit?gid=87050460#gid=87050460,,,,,Not started,https://app.notion.com/35bed686b47d816aa857de2b7dac7ee1,false
35bed686b47d81719a0bfa20a7698114,Gangs of London,Video,,,,David recommends,,,Not started,https://app.notion.com/35bed686b47d81719a0bfa20a7698114,false
35bed686b47d8171afbec980682d32a9,Appointment with Death,Movie,,,,,,,Not started,https://app.notion.com/35bed686b47d8171afbec980682d32a9,false
35bed686b47d8171bf78c19224fb7e67,Black Scholes ChatGPT horse racing and volatility,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8171bf78c19224fb7e67,false
35bed686b47d8174a4badb017d64c9d3,Betfair trading - paper trade write it down,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8174a4badb017d64c9d3,false
35bed686b47d8175bdc3e89d8eccee35,Pro Metabolic Life Website - Ray Peat,Article,,,,,,,In progress,https://app.notion.com/35bed686b47d8175bdc3e89d8eccee35,false
35bed686b47d8176a105c33cef2bd88a,Psychology of Money,Book,,,,,,,Not started,https://app.notion.com/35bed686b47d8176a105c33cef2bd88a,false
35bed686b47d8178baebd19b8ff65e8b,Build digital downloads and sell on WealthMack,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d8178baebd19b8ff65e8b,false
35bed686b47d817a8399f43bdddc6473,List this for winter and spring,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d817a8399f43bdddc6473,false
35bed686b47d817abe56ee1dc159c5aa,Build Make Workflow for publishing to social media,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d817abe56ee1dc159c5aa,false
35bed686b47d817c89eed8ece7a15b97,Buy Acers / Maple,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d817c89eed8ece7a15b97,false
35bed686b47d817da873dbe030e12782,Balmoral Trip,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d817da873dbe030e12782,false
35bed686b47d817e960beb7c7c41c204,Silk Pillowcase,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d817e960beb7c7c41c204,false
35bed686b47d8180a6e2c648c902959f,Do Baby Etsy Store,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d8180a6e2c648c902959f,false
35bed686b47d8182ac35c84b2b2aaa13,Connect Google designs from Drive to Notion,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8182ac35c84b2b2aaa13,false
35bed686b47d8182bac8fa5e8502e7a2,YouTube Settings Important,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d8182bac8fa5e8502e7a2,false
35bed686b47d81838815e6c5c48fe8fc,Buy some oxtail - Gazegill - a few,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d81838815e6c5c48fe8fc,false
35bed686b47d81838dcae582a8c5cd92,Chris Cooks Cymru,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d81838dcae582a8c5cd92,false
35bed686b47d8184b936db45eb7d85aa,Watch YouTube NuGenNath for dropshipping,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d8184b936db45eb7d85aa,false
35bed686b47d818782c4d33e7f8732aa,Start Substack - get paid,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d818782c4d33e7f8732aa,false
35bed686b47d8187af2ddfd7802358a6,Make Automations in G Drive,Tool / Software,,,,,,,Not started,https://app.notion.com/35bed686b47d8187af2ddfd7802358a6,false
35bed686b47d8188bd6ce3561595350a,Start photoshop of local areas to sell on etsy and facebook for winter,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d8188bd6ce3561595350a,false
35bed686b47d818a9309faea1839525b,Koral,Reference,,,,Witton Albion,,,Not started,https://app.notion.com/35bed686b47d818a9309faea1839525b,false
35bed686b47d818b8e0bf5d68ec46553,Solar pump fountain for pond,Buy,,,,Lights around the pond,,,Not started,https://app.notion.com/35bed686b47d818b8e0bf5d68ec46553,false
35bed686b47d818cbffcfed35da8a3f7,Myobrace and Mewing,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d818cbffcfed35da8a3f7,false
35bed686b47d818f85e5f270e3a49c7c,Watch SEO Vid and Koray course,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d818f85e5f270e3a49c7c,false
35bed686b47d8190ac77d9b5a7fce025,Mushroom,Buy,,,,Proper meaty ones to grow on wood,,,Not started,https://app.notion.com/35bed686b47d8190ac77d9b5a7fce025,false
35bed686b47d8191888bd50399a68422,Create odds line,Tool / Software,,,,Work on soccer widow odds,,,Not started,https://app.notion.com/35bed686b47d8191888bd50399a68422,false
35bed686b47d819189ded19c9ab41d3b,Beef Testicles - almost like steroids,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d819189ded19c9ab41d3b,false
35bed686b47d81919c1ec790bdace771,Etsy Keyword Spreadsheet and Price Calculator,Tool / Software,,,,,,,Not started,https://app.notion.com/35bed686b47d81919c1ec790bdace771,false
35bed686b47d8191ba09e39dea024fdb,Start Lawn Care Business,Business Idea,,,,USe Google Ads for traffic,,,Not started,https://app.notion.com/35bed686b47d8191ba09e39dea024fdb,false
35bed686b47d8192a1b7d6670d421a66,Hair Loss channel - best solutions,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d8192a1b7d6670d421a66,false
35bed686b47d8192be76cc7b6d29215d,Website Lightning Fast setup,Reference,,,,Go through and build affiliate site on this also,,,Not started,https://app.notion.com/35bed686b47d8192be76cc7b6d29215d,false
35bed686b47d8193ad00e2c6eab8cf70,Cigars,Buy,,,,McKenna,,,Not started,https://app.notion.com/35bed686b47d8193ad00e2c6eab8cf70,false
35bed686b47d81949b8dea5e28fbd0ae,Content Factory that I built,Tool / Software,,,,"https://content-factory.vercel.app/auth
Do something with in future",,,Not started,https://app.notion.com/35bed686b47d81949b8dea5e28fbd0ae,false
35bed686b47d8194a1b5f11d361528ca,Bee Pollen,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d8194a1b5f11d361528ca,false
35bed686b47d81958142c1259d19bdcd,History POD site - FB Ads,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d81958142c1259d19bdcd,false
35bed686b47d8197a4dbf21d2b37c57c,SaraFinance TikTok,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d8197a4dbf21d2b37c57c,false
35bed686b47d819abf96c428391d5410,Semantic SEO definitions,Reference,,,,Airtable,,,Not started,https://app.notion.com/35bed686b47d819abf96c428391d5410,false
35bed686b47d819d995ad38e106e2669,Mastic Gum,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d819d995ad38e106e2669,false
35bed686b47d819f8da2c7175c083c7b,Bee Propolis Mix,Reference,,,,"Bee Propolis Mix
300g bee pollen (Amazon)
300g Walnuts (Amazon)
1/2 litre set Honey (Rhos)
50g Propolis (Ebay) or baxbees.co.uk
Grate propolis into blender and walnuts and pollen and 250ml water.
Blend
Add honey at end and mix then eat",,,Not started,https://app.notion.com/35bed686b47d819f8da2c7175c083c7b,false
35bed686b47d81a0805cecaebf78f9fc,American Llansannan Walk,Book,Scotty,,,,,,In progress,https://app.notion.com/35bed686b47d81a0805cecaebf78f9fc,false
35bed686b47d81a0b75bc144e9767e1c,Video idea - creativity goes when economy shrinks,,,,,,YouTube,,Not started,https://app.notion.com/35bed686b47d81a0b75bc144e9767e1c,false
35bed686b47d81a3a635e2f825c5f434,HistoreeTees Ads,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d81a3a635e2f825c5f434,false
35bed686b47d81a48487fb36691bdca4,Build own Notion in React,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d81a48487fb36691bdca4,false
35bed686b47d81a48c7dd84745e2cbe1,Chris Heckman sold HistoreeTees for $3million after 2 years,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d81a48c7dd84745e2cbe1,false
35bed686b47d81a4925efad900f9a641,Tallow soap,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d81a4925efad900f9a641,false
35bed686b47d81a4bb6bc5b4dede60db,David Christmas Tree Website - Tammi domain name,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d81a4bb6bc5b4dede60db,false
35bed686b47d81a598e9d522a8225596,Monitor progress of Making Sense of Cents (semantic SEO),Reference,,,,,,SEO,Not started,https://app.notion.com/35bed686b47d81a598e9d522a8225596,false
35bed686b47d81a59ba1dd67c94afc5a,Defender,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d81a59ba1dd67c94afc5a,false
35bed686b47d81a5be56ec425dcc784b,Great Expectations,Movie,,,,,,,Not started,https://app.notion.com/35bed686b47d81a5be56ec425dcc784b,false
35bed686b47d81a684c1e78e9b864464,Llansannan and North Wales pictures,Reference,,,,"Photoshop them to make them Christmas perfect
https://www.youtube.com/watch?v=WeM6hNA13Pk
https://www.youtube.com/watch?v=XrY8PBedsK0",,,Not started,https://app.notion.com/35bed686b47d81a684c1e78e9b864464,false
35bed686b47d81a7a916f3f22a26ad8d,Paris holiday + Somerset + Cornwall,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d81a7a916f3f22a26ad8d,false
35bed686b47d81a7ae06f26dfb32230e,Bible,Book,,,,,,,Not started,https://app.notion.com/35bed686b47d81a7ae06f26dfb32230e,false
35bed686b47d81a99f8cdc8c250af250,Oliver,Video,,,,,,,Not started,https://app.notion.com/35bed686b47d81a99f8cdc8c250af250,false
35bed686b47d81ab8170f3364cec38e1,Sort Teeth and visit the dentist - Myobrace,Reference,,,,Expand jaw rather than a new brace,,,Not started,https://app.notion.com/35bed686b47d81ab8170f3364cec38e1,false
35bed686b47d81ab8bacfe91d48d8ebe,POD Insights Notes Chris Heckman,Reference,,,,,,,Not started,https://app.notion.com/35bed686b47d81ab8bacfe91d48d8ebe,false
35bed686b47d81ab9c52ce8db427d021,Kodi Stick,Buy,,,,,,,Not started,https://app.notion.com/35bed686b47d81ab9c52ce8db427d021,false
35bed686b47d81ac8f56de2abf525234,Current Workout Spreadsheet,Spreadsheet,,https://docs.google.com/spreadsheets/d/1i2_sK_r7fLz3lk0htrKWAkgD8y1tUTAEnvi0VCeTfsM/edit?gid=0#gid=0,,,,,In progress,https://app.notion.com/35bed686b47d81ac8f56de2abf525234,false
35bed686b47d81acb3e8f0042ede8e1b,Sell Clothes Vinted,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d81acb3e8f0042ede8e1b,false
35bed686b47d81ad9e2bfba7063aceee,Evil Under the Sun,Movie,,,,,,,Not started,https://app.notion.com/35bed686b47d81ad9e2bfba7063aceee,false
35bed686b47d81af8bb1d7cb188328b9,Moneyball,Movie,,,,,,,Not started,https://app.notion.com/35bed686b47d81af8bb1d7cb188328b9,false
35bed686b47d81b1a917c5de916ae828,Cook brisket - Chris Roberts in Cymru Caernarfon,Reference,,,,Mussels from Conwy,,,Not started,https://app.notion.com/35bed686b47d81b1a917c5de916ae828,false
35bed686b47d81b28987f11e6fdc2642,Gardening YouTube Channel + buy Stihl products - Lawn Business,Business Idea,,,,,,,Not started,https://app.notion.com/35bed686b47d81b28987f11e6fdc2642,false
35bed686b47d81b2a727dfdeb7e1573e,Improve Pond / Garden area,Reference,,,,"New solar pump fountain
More wood under trees and do lights around pond",,,Not started,https://app.notion.com/35bed686b47d81b2a727dfdeb7e1573e,false
